SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Mar 05 10:50:14 CET 2018
Benutzer: Admin
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Ja
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 3800 (USB4F05832)
Spektren Durchschnitt berechnet: 570 (USB4F05832)
Boxcar Gl‰ttung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	0,25
177,75	0,25
177,97	0,25
178,19	0,15
178,41	3,58
178,63	2,14
178,85	2,32
179,07	5,93
179,29	-0,47
179,51	6,08
179,73	-0,75
179,95	-1,33
180,17	3,97
180,39	2,22
180,61	-0,06
180,83	3,38
181,05	2,95
181,27	-2,02
181,49	2,54
181,71	-2,97
181,92	2,08
182,14	2,94
182,36	1,95
182,58	3,16
182,80	0,43
183,02	2,23
183,24	-2,62
183,46	1,15
183,68	3,10
183,90	-1,58
184,12	4,73
184,34	0,57
184,56	0,87
184,78	3,19
185,00	3,18
185,21	-2,49
185,43	4,52
185,65	-3,87
185,87	4,01
186,09	0,19
186,31	0,43
186,53	2,66
186,75	-0,57
186,97	2,69
187,19	-1,85
187,41	-1,01
187,63	1,47
187,84	3,20
188,06	1,39
188,28	0,76
188,50	-3,13
188,72	3,14
188,94	5,14
189,16	-0,96
189,38	2,09
189,60	-0,49
189,82	2,21
190,03	0,63
190,25	0,92
190,47	7,10
190,69	1,74
190,91	4,08
191,13	5,25
191,35	1,76
191,57	0,25
191,79	1,35
192,01	1,07
192,22	4,76
192,44	0,72
192,66	0,68
192,88	-1,22
193,10	3,15
193,32	6,49
193,54	2,99
193,76	0,27
193,98	-1,60
194,19	1,26
194,41	3,26
194,63	-1,57
194,85	1,97
195,07	1,09
195,29	3,50
195,51	0,99
195,73	0,93
195,94	3,27
196,16	0,25
196,38	1,41
196,60	-2,11
196,82	2,37
197,04	0,46
197,26	-0,09
197,48	2,32
197,69	0,55
197,91	-0,40
198,13	1,03
198,35	0,92
198,57	-0,86
198,79	2,16
199,01	0,62
199,22	1,16
199,44	2,37
199,66	4,40
199,88	0,92
200,10	2,57
200,32	5,86
200,54	0,86
200,75	4,03
200,97	0,35
201,19	5,11
201,41	2,06
201,63	-2,53
201,85	2,00
202,06	1,49
202,28	2,54
202,50	0,45
202,72	3,30
202,94	0,99
203,16	3,14
203,38	2,76
203,59	-1,70
203,81	3,74
204,03	4,41
204,25	-1,46
204,47	-0,37
204,69	0,18
204,90	2,41
205,12	1,32
205,34	4,17
205,56	0,76
205,78	2,17
206,00	1,72
206,21	-1,28
206,43	4,67
206,65	2,22
206,87	3,32
207,09	2,68
207,30	0,45
207,52	2,08
207,74	3,33
207,96	3,56
208,18	1,99
208,40	3,83
208,61	2,01
208,83	1,58
209,05	0,44
209,27	1,78
209,49	1,71
209,70	3,56
209,92	2,34
210,14	2,68
210,36	2,73
210,58	3,10
210,79	-0,49
211,01	2,00
211,23	0,80
211,45	1,49
211,67	-1,63
211,88	0,26
212,10	-1,18
212,32	2,14
212,54	1,09
212,76	6,31
212,97	-0,93
213,19	2,33
213,41	0,79
213,63	4,46
213,85	2,72
214,06	0,52
214,28	-1,24
214,50	-0,32
214,72	5,16
214,94	-1,26
215,15	4,25
215,37	4,18
215,59	3,15
215,81	5,50
216,02	0,26
216,24	2,36
216,46	0,23
216,68	2,61
216,90	4,71
217,11	0,46
217,33	2,14
217,55	5,72
217,77	3,95
217,98	2,92
218,20	-4,70
218,42	1,47
218,64	1,53
218,85	1,92
219,07	3,01
219,29	1,89
219,51	0,10
219,73	-0,78
219,94	-0,62
220,16	0,68
220,38	4,00
220,60	-1,39
220,81	4,02
221,03	-2,75
221,25	1,21
221,47	-0,76
221,68	1,30
221,90	0,98
222,12	1,01
222,34	3,83
222,55	-2,63
222,77	3,69
222,99	1,03
223,21	2,20
223,42	5,27
223,64	2,96
223,86	2,22
224,08	4,29
224,29	2,03
224,51	3,57
224,73	6,01
224,94	1,43
225,16	1,71
225,38	0,33
225,60	2,73
225,81	2,02
226,03	-1,66
226,25	2,35
226,47	2,76
226,68	0,18
226,90	1,35
227,12	-0,27
227,33	2,09
227,55	6,26
227,77	1,72
227,99	3,20
228,20	-0,28
228,42	4,15
228,64	1,63
228,86	2,31
229,07	-2,00
229,29	1,53
229,51	-1,83
229,72	3,67
229,94	3,38
230,16	3,59
230,38	3,78
230,59	3,43
230,81	0,34
231,03	-0,68
231,24	2,07
231,46	0,85
231,68	-0,07
231,89	-0,07
232,11	4,37
232,33	5,33
232,55	2,69
232,76	0,67
232,98	0,28
233,20	1,28
233,41	1,45
233,63	3,00
233,85	3,02
234,06	4,05
234,28	2,00
234,50	2,16
234,71	3,51
234,93	6,46
235,15	2,35
235,37	2,08
235,58	0,03
235,80	2,64
236,02	2,74
236,23	2,14
236,45	1,78
236,67	4,62
236,88	3,20
237,10	-0,06
237,32	-1,19
237,53	2,85
237,75	-0,37
237,97	5,36
238,18	2,82
238,40	0,27
238,62	-1,43
238,83	0,58
239,05	3,73
239,27	1,26
239,48	5,32
239,70	3,95
239,92	0,46
240,13	0,98
240,35	4,54
240,57	1,51
240,78	3,00
241,00	0,51
241,22	3,46
241,43	-0,77
241,65	-1,53
241,87	-1,36
242,08	2,92
242,30	3,14
242,52	3,14
242,73	-2,46
242,95	1,73
243,16	2,26
243,38	7,41
243,60	4,19
243,81	0,70
244,03	-0,04
244,25	-0,55
244,46	0,36
244,68	4,61
244,90	3,56
245,11	6,42
245,33	5,34
245,55	-2,01
245,76	1,83
245,98	0,13
246,19	-0,31
246,41	3,84
246,63	3,98
246,84	4,30
247,06	0,01
247,28	-0,36
247,49	3,69
247,71	1,21
247,92	1,32
248,14	3,20
248,36	1,63
248,57	2,82
248,79	6,94
249,01	4,13
249,22	4,88
249,44	3,49
249,65	0,38
249,87	2,18
250,09	4,10
250,30	0,49
250,52	5,03
250,73	0,04
250,95	0,03
251,17	2,29
251,38	1,94
251,60	1,52
251,81	0,38
252,03	2,86
252,25	4,10
252,46	0,10
252,68	1,12
252,89	1,54
253,11	0,22
253,33	4,10
253,54	5,01
253,76	0,68
253,97	4,46
254,19	-0,23
254,41	0,74
254,62	1,55
254,84	-2,69
255,05	0,94
255,27	2,63
255,49	2,02
255,70	-0,22
255,92	5,37
256,13	-0,11
256,35	-0,33
256,56	0,67
256,78	1,53
257,00	-0,20
257,21	2,74
257,43	0,96
257,64	4,34
257,86	3,57
258,08	5,40
258,29	2,16
258,51	3,93
258,72	3,53
258,94	1,74
259,15	3,30
259,37	-0,04
259,59	-0,03
259,80	3,32
260,02	1,63
260,23	0,11
260,45	0,42
260,66	4,36
260,88	-3,69
261,09	2,06
261,31	5,25
261,53	2,95
261,74	3,83
261,96	3,29
262,17	1,25
262,39	-0,72
262,60	2,51
262,82	0,90
263,03	0,34
263,25	-0,22
263,46	3,73
