SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Mar 05 10:36:14 CET 2018
Benutzer: Admin
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Ja
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 7000 (USB4F05832)
Spektren Durchschnitt berechnet: 570 (USB4F05832)
Boxcar Gl‰ttung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	-3,31
177,75	-3,31
177,97	-3,31
178,19	-1,12
178,41	-2,62
178,63	4,60
178,85	0,48
179,07	3,41
179,29	1,53
179,51	-1,78
179,73	2,73
179,95	2,12
180,17	0,24
180,39	0,71
180,61	-4,91
180,83	1,65
181,05	-2,40
181,27	2,49
181,49	8,91
181,71	4,94
181,92	5,66
182,14	6,35
182,36	1,48
182,58	9,39
182,80	4,12
183,02	3,26
183,24	7,05
183,46	7,16
183,68	3,47
183,90	7,46
184,12	6,31
184,34	5,60
184,56	6,31
184,78	6,13
185,00	5,78
185,21	8,97
185,43	3,75
185,65	6,87
185,87	4,47
186,09	9,73
186,31	5,09
186,53	2,00
186,75	9,40
186,97	5,36
187,19	5,87
187,41	5,75
187,63	8,19
187,84	5,43
188,06	6,87
188,28	6,48
188,50	2,86
188,72	7,88
188,94	7,63
189,16	3,85
189,38	7,59
189,60	9,26
189,82	7,75
190,03	6,66
190,25	3,97
190,47	6,53
190,69	4,28
190,91	9,58
191,13	8,72
191,35	9,83
191,57	5,09
191,79	3,41
192,01	4,28
192,22	8,71
192,44	8,43
192,66	9,95
192,88	8,14
193,10	8,92
193,32	4,50
193,54	3,95
193,76	6,53
193,98	5,83
194,19	4,46
194,41	6,58
194,63	6,88
194,85	10,99
195,07	7,68
195,29	5,53
195,51	9,25
195,73	10,93
195,94	9,35
196,16	9,37
196,38	7,51
196,60	7,27
196,82	8,29
197,04	6,17
197,26	5,71
197,48	5,75
197,69	6,48
197,91	6,42
198,13	4,35
198,35	9,02
198,57	10,64
198,79	6,41
199,01	7,86
199,22	8,23
199,44	9,22
199,66	7,90
199,88	8,59
200,10	6,19
200,32	2,64
200,54	9,47
200,75	6,97
200,97	4,62
201,19	5,54
201,41	6,99
201,63	6,05
201,85	8,99
202,06	12,83
202,28	2,70
202,50	4,95
202,72	6,53
202,94	10,26
203,16	9,78
203,38	7,52
203,59	7,38
203,81	5,40
204,03	10,52
204,25	11,01
204,47	9,56
204,69	4,74
204,90	13,73
205,12	9,56
205,34	8,31
205,56	3,31
205,78	8,54
206,00	6,40
206,21	8,61
206,43	5,38
206,65	7,84
206,87	9,47
207,09	5,94
207,30	3,00
207,52	0,37
207,74	2,96
207,96	11,12
208,18	9,96
208,40	8,08
208,61	9,45
208,83	7,16
209,05	6,69
209,27	8,07
209,49	8,75
209,70	7,13
209,92	7,14
210,14	5,97
210,36	5,81
210,58	9,58
210,79	6,62
211,01	8,83
211,23	3,56
211,45	6,73
211,67	11,34
211,88	6,77
212,10	6,87
212,32	7,57
212,54	5,18
212,76	6,38
212,97	8,45
213,19	9,23
213,41	9,41
213,63	10,12
213,85	6,52
214,06	11,65
214,28	8,19
214,50	9,65
214,72	3,73
214,94	6,01
215,15	5,94
215,37	6,52
