SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Mar 05 10:02:45 CET 2018
Benutzer: Admin
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 200000 (USB4F05832)
Spektren Durchschnitt berechnet: 10 (USB4F05832)
Boxcar Gl‰ttung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	-0,20
177,75	-0,20
177,97	-0,20
178,19	-30,92
178,41	8,60
178,63	-15,36
178,85	-0,41
179,07	-12,49
179,29	-3,07
179,51	-17,41
179,73	14,54
179,95	-10,04
180,17	-17,00
180,39	-41,37
180,61	-15,77
180,83	-17,00
181,05	9,63
181,27	-9,42
181,49	-10,04
181,71	8,81
181,92	-12,29
182,14	-4,51
182,36	22,73
182,58	-32,15
182,80	-21,91
183,02	-11,06
183,24	-19,87
183,46	-3,69
183,68	19,25
183,90	-0,00
184,12	-0,20
184,34	-27,44
184,56	-25,19
184,78	-22,32
185,00	8,40
185,21	-21,71
185,43	-39,94
185,65	27,65
185,87	-16,59
186,09	1,84
186,31	-10,85
186,53	-12,08
186,75	-25,19
186,97	-5,12
187,19	-31,54
187,41	-3,48
187,63	-12,29
187,84	6,14
188,06	-33,18
188,28	-0,61
188,50	-34,41
188,72	-30,92
188,94	0,82
189,16	-19,05
189,38	-26,42
189,60	-12,70
189,82	-20,89
190,03	-33,18
190,25	6,35
190,47	-24,37
190,69	-19,46
190,91	-20,27
191,13	-6,14
191,35	-44,24
191,57	-31,13
191,79	1,02
192,01	-4,92
192,22	-30,72
192,44	21,09
192,66	32,77
192,88	0,41
193,10	0,20
193,32	-5,53
193,54	-5,94
193,76	-3,28
193,98	10,04
194,19	-37,27
194,41	-20,48
194,63	-30,11
194,85	-21,30
195,07	6,76
195,29	-4,30
195,51	0,00
195,73	-32,77
195,94	-15,97
196,16	-19,25
196,38	-24,78
196,60	-49,56
196,82	-11,47
197,04	-41,78
197,26	2,46
197,48	13,11
197,69	-25,19
197,91	-44,03
198,13	13,52
198,35	-18,43
198,57	2,87
198,79	-24,17
199,01	-16,59
199,22	19,05
199,44	6,76
199,66	-15,56
199,88	-37,89
