Amplitude ( ADC Kanal) -  (Histogram)	Counts -  (Histogram)
525	5
526	5
527	6
528	6
529	6
530	6
531	6
532	5
533	5
534	5
535	4
536	5
537	5
538	5
539	5
540	6
541	6
542	5
543	6
544	6
545	5
546	5
547	5
548	5
549	5
550	5
551	5
552	5
553	4
554	5
555	4
556	5
557	5
558	5
559	5
560	5
561	5
562	5
563	6
564	6
565	6
566	5
567	5
568	5
569	5
570	4
571	4
572	4
573	4
574	4
575	4
576	4
577	5
578	4
579	5
580	6
581	6
582	5
583	5
584	6
585	6
586	6
587	6
588	6
589	6
590	6
591	5
592	5
593	5
594	4
595	3
596	4
597	5
598	5
599	5
600	5
601	6
602	6
603	6
604	7
605	7
606	6
607	4
608	5
609	5
610	4
611	6
612	7
613	7
614	6
615	6
616	6
617	6
618	4
619	5
620	5
621	5
622	4
623	4
624	4
625	3
626	5
627	6
628	7
629	6
630	6
631	6
632	4
633	4
634	5
635	7
636	6
637	7
638	5
639	4
640	4
641	5
642	5
643	8
644	9
645	10
646	10
647	11
648	10
649	10
650	10
651	10
652	11
653	11
654	9
655	10
656	11
657	11
658	13
659	15
660	17
661	18
662	16
663	17
664	19
665	18
666	21
667	24
668	26
669	29
670	28
671	26
672	30
673	33
674	32
675	40
676	45
677	44
678	43
679	47
680	46
681	47
682	49
683	51
684	52
685	55
686	53
687	51
688	54
689	55
690	57
691	65
692	72
693	72
694	71
695	68
696	69
697	68
698	73
699	77
700	80
701	83
702	72
703	58
704	59
705	57
706	51
707	63
708	72
709	77
710	78
711	73
712	73
713	74
714	70
715	69
716	74
717	72
718	64
719	59
720	58
721	58
722	61
723	67
724	69
725	67
726	57
727	50
728	47
729	43
730	39
731	43
732	42
733	40
734	33
735	33
736	34
737	37
738	35
739	38
740	37
741	35
742	29
743	29
744	30
745	30
746	26
747	29
748	30
749	31
750	27
751	28
752	27
753	26
754	23
755	24
756	26
757	24
758	20
759	20
760	23
761	20
762	20
763	21
764	22
765	21
766	18
767	15
768	13
769	10
770	8
771	12
772	15
773	16
774	19
775	20
776	21
777	20
778	20
779	18
780	17
781	15
782	14
783	13
784	13
785	12
786	12
787	13
788	13
789	14
790	14
791	14
792	15
793	16
794	15
795	17
796	17
797	16
798	14
799	15
800	12
801	11
802	10
803	11
804	12
805	13
806	13
807	14
808	17
809	17
810	17
811	17
812	16
813	13
814	11
815	10
816	12
817	12
818	13
819	15
820	15
821	15
822	14
823	13
824	13
825	12
826	11
827	11
828	11
829	9
830	8
831	7
832	7
833	8
834	11
835	13
836	15
837	16
838	16
839	15
840	13
841	13
842	12
843	12
844	12
845	13
846	13
847	13
848	12
849	13
850	13
851	13
852	13
853	13
854	12
855	11
856	8
857	8
858	10
859	10
860	11
861	13
862	11
863	9
864	9
865	8
866	9
867	11
868	12
869	12
870	11
871	10
872	8
873	8
874	8
875	8
876	8
877	8
878	7
879	8
880	8
881	9
882	11
883	11
884	10
885	10
886	8
887	7
888	8
889	9
890	10
891	11
892	11
893	12
894	9
895	7
896	5
897	5
898	4
899	7
900	8
901	9
902	9
903	10
904	9
905	9
906	9
907	8
908	8
909	8
910	7
911	8
912	8
913	8
914	7
915	8
916	7
917	6
918	6
919	5
920	5
921	5
922	5
923	5
924	5
925	6
926	5
927	5
928	6
929	6
930	6
931	8
932	8
933	8
934	9
935	9
936	7
937	7
938	6
939	6
940	7
941	8
942	8
943	9
944	10
945	9
946	8
947	8
948	7
949	6
950	5
951	5
952	5
953	5
954	5
955	6
956	7
957	8
958	8
959	7
960	8
961	6
962	5
963	6
964	8
965	7
966	7
967	7
968	7
969	6
970	6
971	7
972	8
973	8
974	7
975	7
976	7
977	6
978	5
979	5
980	6
981	5
982	4
983	4
984	4
985	4
986	4
987	4
988	5
989	5
990	5
991	4
992	4
993	5
994	5
995	7
996	7
997	7
998	7
999	6
1000	5
