Amplitude ( ADC Kanal) -  (Histogram)	Counts -  (Histogram)
525	5
526	4
527	4
528	4
529	4
530	4
531	5
532	4
533	5
534	4
535	4
536	4
537	4
538	3
539	4
540	4
541	4
542	4
543	4
544	3
545	2
546	2
547	3
548	3
549	3
550	3
551	4
552	4
553	4
554	5
555	6
556	5
557	5
558	5
559	5
560	5
561	5
562	4
563	5
564	4
565	4
566	4
567	4
568	4
569	3
570	3
571	3
572	2
573	2
574	3
575	3
576	3
577	4
578	3
579	4
580	5
581	5
582	6
583	6
584	5
585	5
586	5
587	3
588	4
589	4
590	3
591	3
592	4
593	3
594	4
595	4
596	4
597	4
598	5
599	4
600	5
601	4
602	3
603	4
604	4
605	4
606	4
607	4
608	3
609	3
610	3
611	3
612	4
613	4
614	5
615	4
616	5
617	6
618	7
619	7
620	9
621	11
622	9
623	9
624	10
625	11
626	12
627	13
628	16
629	16
630	14
631	14
632	15
633	14
634	15
635	19
636	18
637	19
638	17
639	15
640	14
641	15
642	18
643	27
644	30
645	31
646	35
647	37
648	35
649	36
650	41
651	42
652	42
653	44
654	43
655	40
656	40
657	44
658	46
659	51
660	58
661	58
662	51
663	55
664	54
665	52
666	53
667	58
668	55
669	58
670	51
671	48
672	54
673	57
674	59
675	67
676	74
677	68
678	62
679	60
680	58
681	56
682	54
683	55
684	50
685	51
686	43
687	39
688	40
689	44
690	43
691	48
692	51
693	48
694	40
695	38
696	37
697	39
698	39
699	42
700	41
701	39
702	29
703	24
704	24
705	24
706	23
707	30
708	34
709	36
710	31
711	29
712	25
713	23
714	18
715	20
716	23
717	22
718	22
719	23
720	22
721	20
722	23
723	23
724	22
725	21
726	19
727	16
728	15
729	14
730	15
731	15
732	17
733	16
734	14
735	11
736	13
737	10
738	11
739	13
740	15
741	14
742	14
743	12
744	13
745	13
746	12
747	13
748	15
749	14
750	12
751	10
752	10
753	10
754	10
755	13
756	15
757	15
758	13
759	12
760	13
761	12
762	11
763	13
764	14
765	11
766	9
767	7
768	5
769	3
770	6
771	10
772	12
773	15
774	17
775	16
776	15
777	15
778	14
779	13
780	12
781	14
782	13
783	14
784	15
785	15
786	11
787	12
788	12
789	11
790	10
791	10
792	10
793	10
794	9
795	9
796	10
797	10
798	9
799	8
800	9
801	7
802	7
803	8
804	11
805	10
806	11
807	11
808	12
809	10
810	11
811	12
812	11
813	11
814	10
815	9
816	8
817	8
818	7
819	9
820	9
821	10
822	8
823	7
824	7
825	6
826	5
827	5
828	7
829	7
830	6
831	6
832	6
833	6
834	6
835	8
836	8
837	8
838	7
839	7
840	9
841	9
842	9
843	9
844	8
845	6
846	4
847	5
848	6
849	7
850	6
851	8
852	7
853	7
854	6
855	7
856	6
857	5
858	5
859	5
860	5
861	5
862	6
863	5
864	6
865	7
866	7
867	9
868	10
869	9
870	8
871	9
872	9
873	9
874	8
875	8
876	7
877	7
878	5
879	5
880	5
881	7
882	7
883	8
884	8
885	8
886	7
887	7
888	6
889	7
890	7
891	6
892	5
893	5
894	3
895	3
896	3
897	2
898	3
899	4
900	5
