-3,,,,,,,,,,-0.678152
-2.9,,,,,,,,,,-0.682355
-2.8,,,,,,,,,,-0.686536
-2.7,,,,,,,,,,-0.690241
-2.6,,,,,,,,,,-0.694437
-2.5,,,,,,,,,,-0.701762
-2.4,,,,,,,,,,-0.709672
-2.3,,,,,,,,,,-0.717025
-2.2,,,,,,,,,,-0.723061
-2.1,,,,,,,,,,-0.728979
-2,,,,,,,,,,-0.734699
-1.9,,,,,,,,,,-0.741661
-1.8,,,,,,,,,,-0.749782
-1.7,,,,,,,,,,-0.757532
-1.6,,,,,,,,,,-0.763805
-1.5,,,,,,,,,,-0.77024
-1.4,,,,,,,,,,-0.776456
-1.3,,,,,,,,,,-0.783982
-1.2,,,,,,,,,,-0.800563
-1.1,,,,,,,,,,-0.818194
-1,,,,,,,,,,-0.835806
-0.900001,,,,,,,,,,-0.852462
-0.800001,,,,,,,,,,-0.869969
-0.700001,,,,,,,,,,-0.888446
-0.600001,,,,,,,,,,-0.915564
-0.500001,,,,,,,,,,-0.953485
-0.400001,,,,,,,,,,-0.996794
-0.300001,,,,,,,,,,-1.04546
-0.200001,,,,,,,,,,-1.10485
-0.100001,,,,,,,,,,-1.18411
-6.12438e-07,,,,,,,,,,-1.315
0.0999994,,,,,,,,,,-1.18412
0.199999,,,,,,,,,,-1.10489
0.299999,,,,,,,,,,-1.04552
0.399999,,,,,,,,,,-0.996905
0.499999,,,,,,,,,,-0.953589
0.599999,,,,,,,,,,-0.915696
0.699999,,,,,,,,,,-0.888596
0.799999,,,,,,,,,,-0.870199
0.899999,,,,,,,,,,-0.85267
0.999999,,,,,,,,,,-0.836004
1.1,,,,,,,,,,-0.818353
1.2,,,,,,,,,,-0.800774
1.3,,,,,,,,,,-0.78418
1.4,,,,,,,,,,-0.776732
1.5,,,,,,,,,,-0.770611
1.6,,,,,,,,,,-0.764215
1.7,,,,,,,,,,-0.757918
1.8,,,,,,,,,,-0.750104
1.9,,,,,,,,,,-0.741938
2,,,,,,,,,,-0.734911
2.1,,,,,,,,,,-0.72923
2.2,,,,,,,,,,-0.723364
2.3,,,,,,,,,,-0.717346
2.4,,,,,,,,,,-0.709974
2.5,,,,,,,,,,-0.702076
2.6,,,,,,,,,,-0.694689
2.7,,,,,,,,,,-0.690497
2.8,,,,,,,,,,-0.686907
2.9,,,,,,,,,,-0.682825
3,,,,,,,,,,-0.678629
