-1,,,,,,,,,,1.16268e+06
-0.98,,,,,,,,,,1.16076e+06
-0.96,,,,,,,,,,1.15882e+06
-0.94,,,,,,,,,,1.1571e+06
-0.92,,,,,,,,,,1.15555e+06
-0.9,,,,,,,,,,1.15426e+06
-0.88,,,,,,,,,,1.15331e+06
-0.86,,,,,,,,,,1.15258e+06
-0.84,,,,,,,,,,1.15228e+06
-0.82,,,,,,,,,,1.15245e+06
-0.8,,,,,,,,,,1.15311e+06
-0.78,,,,,,,,,,1.15376e+06
-0.76,,,,,,,,,,1.15514e+06
-0.74,,,,,,,,,,1.15709e+06
-0.72,,,,,,,,,,1.15949e+06
-0.7,,,,,,,,,,1.16253e+06
-0.68,,,,,,,,,,1.16586e+06
-0.66,,,,,,,,,,1.16764e+06
-0.64,,,,,,,,,,1.16696e+06
-0.62,,,,,,,,,,1.16458e+06
-0.6,,,,,,,,,,1.16008e+06
-0.58,,,,,,,,,,1.1531e+06
-0.56,,,,,,,,,,1.14385e+06
-0.54,,,,,,,,,,1.13261e+06
-0.52,,,,,,,,,,1.11971e+06
-0.5,,,,,,,,,,1.10586e+06
-0.48,,,,,,,,,,1.09094e+06
-0.46,,,,,,,,,,1.07484e+06
-0.44,,,,,,,,,,1.05776e+06
-0.42,,,,,,,,,,1.04003e+06
-0.4,,,,,,,,,,1.02185e+06
-0.38,,,,,,,,,,1.00363e+06
-0.36,,,,,,,,,,985659
-0.34,,,,,,,,,,968768
-0.32,,,,,,,,,,953635
-0.3,,,,,,,,,,940354
-0.28,,,,,,,,,,929218
-0.26,,,,,,,,,,919717
-0.24,,,,,,,,,,910999
-0.22,,,,,,,,,,902330
-0.2,,,,,,,,,,893779
-0.18,,,,,,,,,,885611
-0.16,,,,,,,,,,878029
-0.14,,,,,,,,,,870642
-0.12,,,,,,,,,,863938
-0.1,,,,,,,,,,858113
-0.0800004,,,,,,,,,,853607
-0.0600004,,,,,,,,,,850701
-0.0400004,,,,,,,,,,848662
-0.0200004,,,,,,,,,,847252
-3.64631e-07,,,,,,,,,,844348
0.0199996,,,,,,,,,,842269
0.0399996,,,,,,,,,,836470
0.0599996,,,,,,,,,,830612
0.0799996,,,,,,,,,,823922
0.0999996,,,,,,,,,,816671
0.12,,,,,,,,,,810486
0.14,,,,,,,,,,804677
0.16,,,,,,,,,,799881
0.18,,,,,,,,,,795186
0.2,,,,,,,,,,790523
0.22,,,,,,,,,,785751
0.24,,,,,,,,,,780908
0.26,,,,,,,,,,775980
0.28,,,,,,,,,,770974
0.3,,,,,,,,,,765927
0.32,,,,,,,,,,760132
0.34,,,,,,,,,,753984
0.36,,,,,,,,,,747288
0.38,,,,,,,,,,739911
0.4,,,,,,,,,,733201
0.42,,,,,,,,,,728020
0.44,,,,,,,,,,723630
0.46,,,,,,,,,,720127
0.48,,,,,,,,,,716751
0.5,,,,,,,,,,713235
0.52,,,,,,,,,,710334
0.54,,,,,,,,,,708170
0.56,,,,,,,,,,706605
0.58,,,,,,,,,,705504
0.6,,,,,,,,,,704864
0.62,,,,,,,,,,704580
0.64,,,,,,,,,,704615
0.66,,,,,,,,,,704691
0.68,,,,,,,,,,704701
0.7,,,,,,,,,,704581
0.72,,,,,,,,,,704069
0.74,,,,,,,,,,703793
0.76,,,,,,,,,,703093
0.779999,,,,,,,,,,703055
0.799999,,,,,,,,,,704295
0.819999,,,,,,,,,,705495
0.839999,,,,,,,,,,706640
0.859999,,,,,,,,,,707624
0.879999,,,,,,,,,,708833
0.899999,,,,,,,,,,709691
0.919999,,,,,,,,,,711147
0.939999,,,,,,,,,,712281
0.959999,,,,,,,,,,714066
0.979999,,,,,,,,,,715433
0.999999,,,,,,,,,,717259
