-5,,,,,,,,,,217483
-4.9,,,,,,,,,,223888
-4.8,,,,,,,,,,236680
-4.7,,,,,,,,,,121.008
-4.6,,,,,,,,,,49.7241
-4.5,,,,,,,,,,49.5946
-4.4,,,,,,,,,,30.6058
-4.3,,,,,,,,,,30.704
-4.2,,,,,,,,,,30.8294
-4.1,,,,,,,,,,0
-4,,,,,,,,,,0
-3.9,,,,,,,,,,0
-3.8,,,,,,,,,,0
-3.7,,,,,,,,,,0
-3.6,,,,,,,,,,0
-3.5,,,,,,,,,,0
-3.4,,,,,,,,,,0
-3.3,,,,,,,,,,0
-3.2,,,,,,,,,,0
-3.1,,,,,,,,,,0
-3,,,,,,,,,,0
-2.9,,,,,,,,,,0
-2.8,,,,,,,,,,0
-2.7,,,,,,,,,,0
-2.6,,,,,,,,,,0
-2.5,,,,,,,,,,0
-2.4,,,,,,,,,,0
-2.3,,,,,,,,,,0
-2.2,,,,,,,,,,0
-2.1,,,,,,,,,,0
-2,,,,,,,,,,47.7456
-1.9,,,,,,,,,,50.7273
-1.8,,,,,,,,,,72.6934
-1.7,,,,,,,,,,74.7122
-1.6,,,,,,,,,,8760.42
-1.5,,,,,,,,,,223282
-1.4,,,,,,,,,,219073
-1.3,,,,,,,,,,212503
-1.2,,,,,,,,,,218053
-1.1,,,,,,,,,,226224
-1,,,,,,,,,,238817
-0.900003,,,,,,,,,,250552
-0.800003,,,,,,,,,,261916
-0.700003,,,,,,,,,,270269
-0.600003,,,,,,,,,,262704
-0.500003,,,,,,,,,,244418
-0.400003,,,,,,,,,,211987
-0.300003,,,,,,,,,,178772
-0.200003,,,,,,,,,,160203
-0.100003,,,,,,,,,,112654
-2.51979e-06,,,,,,,,,,0.000481682
0.0999975,,,,,,,,,,112625
0.199997,,,,,,,,,,159211
0.299997,,,,,,,,,,178008
0.399997,,,,,,,,,,211972
0.499997,,,,,,,,,,245443
0.599997,,,,,,,,,,264869
0.699997,,,,,,,,,,273688
0.799998,,,,,,,,,,268587
0.899998,,,,,,,,,,256998
0.999998,,,,,,,,,,245252
1.1,,,,,,,,,,231918
1.2,,,,,,,,,,223631
1.3,,,,,,,,,,218172
1.4,,,,,,,,,,222140
1.5,,,,,,,,,,224376
1.6,,,,,,,,,,85.1778
1.7,,,,,,,,,,49.1446
1.8,,,,,,,,,,49.6091
1.9,,,,,,,,,,30.6204
2,,,,,,,,,,30.7232
2.1,,,,,,,,,,0
2.2,,,,,,,,,,0
2.3,,,,,,,,,,0
2.4,,,,,,,,,,0
2.5,,,,,,,,,,0
2.6,,,,,,,,,,0
2.7,,,,,,,,,,0
2.8,,,,,,,,,,0
2.9,,,,,,,,,,0
3,,,,,,,,,,0
3.1,,,,,,,,,,0
3.2,,,,,,,,,,0
3.3,,,,,,,,,,0
3.4,,,,,,,,,,0
3.5,,,,,,,,,,0
3.6,,,,,,,,,,0
3.7,,,,,,,,,,0
3.8,,,,,,,,,,0
3.9,,,,,,,,,,0
4,,,,,,,,,,0
4.1,,,,,,,,,,0
4.2,,,,,,,,,,48.1119
4.3,,,,,,,,,,47.8972
4.4,,,,,,,,,,51.4571
4.5,,,,,,,,,,74.1987
4.6,,,,,,,,,,81.5302
4.7,,,,,,,,,,123279
4.8,,,,,,,,,,225750
4.9,,,,,,,,,,216657
5,,,,,,,,,,213093
5.1,,,,,,,,,,219282
5.2,,,,,,,,,,228298
5.29999,,,,,,,,,,241415
5.39999,,,,,,,,,,251455
5.49999,,,,,,,,,,262989
5.59999,,,,,,,,,,270795
5.69999,,,,,,,,,,259481
5.79999,,,,,,,,,,240737
5.89999,,,,,,,,,,204887
5.99999,,,,,,,,,,175725
