-10,,,,,,,,,,-0.572044
-9.9,,,,,,,,,,-0.573326
-9.8,,,,,,,,,,-0.574585
-9.7,,,,,,,,,,-0.575842
-9.6,,,,,,,,,,-0.577139
-9.5,,,,,,,,,,-0.578419
-9.4,,,,,,,,,,-0.579709
-9.3,,,,,,,,,,-0.580975
-9.2,,,,,,,,,,-0.582235
-9.1,,,,,,,,,,-0.58352
-9,,,,,,,,,,-0.584818
-8.9,,,,,,,,,,-0.586124
-8.8,,,,,,,,,,-0.587412
-8.7,,,,,,,,,,-0.588723
-8.59999,,,,,,,,,,-0.590032
-8.49999,,,,,,,,,,-0.591316
-8.39999,,,,,,,,,,-0.592617
-8.29999,,,,,,,,,,-0.593908
-8.19999,,,,,,,,,,-0.595234
-8.09999,,,,,,,,,,-0.596552
-7.99999,,,,,,,,,,-0.597892
-7.89999,,,,,,,,,,-0.599201
-7.79999,,,,,,,,,,-0.60053
-7.69999,,,,,,,,,,-0.601838
-7.59999,,,,,,,,,,-0.603188
-7.49999,,,,,,,,,,-0.604579
-7.39999,,,,,,,,,,-0.605943
-7.29999,,,,,,,,,,-0.607331
-7.19999,,,,,,,,,,-0.608692
-7.09999,,,,,,,,,,-0.610041
-6.99999,,,,,,,,,,-0.611403
-6.89999,,,,,,,,,,-0.612795
-6.79999,,,,,,,,,,-0.614189
-6.69999,,,,,,,,,,-0.615578
-6.59999,,,,,,,,,,-0.616982
-6.49999,,,,,,,,,,-0.618365
-6.39999,,,,,,,,,,-0.619765
-6.29999,,,,,,,,,,-0.621182
-6.19999,,,,,,,,,,-0.622617
-6.09999,,,,,,,,,,-0.624012
-5.99999,,,,,,,,,,-0.625442
-5.89999,,,,,,,,,,-0.626859
-5.79999,,,,,,,,,,-0.628259
-5.7,,,,,,,,,,-0.629666
-5.6,,,,,,,,,,-0.631084
-5.5,,,,,,,,,,-0.632502
-5.4,,,,,,,,,,-0.633903
-5.3,,,,,,,,,,-0.635332
-5.2,,,,,,,,,,-0.636742
-5.1,,,,,,,,,,-0.638119
-5,,,,,,,,,,-0.639518
-4.9,,,,,,,,,,-0.640928
-4.8,,,,,,,,,,-0.642301
-4.7,,,,,,,,,,-0.643653
-4.6,,,,,,,,,,-0.64502
-4.5,,,,,,,,,,-0.646369
-4.4,,,,,,,,,,-0.647714
-4.3,,,,,,,,,,-0.64908
-4.2,,,,,,,,,,-0.650419
-4.1,,,,,,,,,,-0.651751
-4,,,,,,,,,,-0.653075
-3.9,,,,,,,,,,-0.654415
-3.8,,,,,,,,,,-0.655728
-3.7,,,,,,,,,,-0.65706
-3.6,,,,,,,,,,-0.65837
-3.5,,,,,,,,,,-0.659683
-3.4,,,,,,,,,,-0.660981
-3.3,,,,,,,,,,-0.662288
-3.2,,,,,,,,,,-0.663577
-3.1,,,,,,,,,,-0.664847
-3,,,,,,,,,,-0.666122
-2.9,,,,,,,,,,-0.667397
-2.8,,,,,,,,,,-0.668613
-2.7,,,,,,,,,,-0.669847
-2.6,,,,,,,,,,-0.671094
-2.5,,,,,,,,,,-0.672322
-2.4,,,,,,,,,,-0.673534
-2.3,,,,,,,,,,-0.67471
-2.2,,,,,,,,,,-0.675904
-2.1,,,,,,,,,,-0.677049
-2,,,,,,,,,,-0.678195
-1.9,,,,,,,,,,-0.679318
-1.8,,,,,,,,,,-0.680397
-1.7,,,,,,,,,,-0.68147
-1.6,,,,,,,,,,-0.68251
-1.5,,,,,,,,,,-0.683479
-1.4,,,,,,,,,,-0.684457
-1.3,,,,,,,,,,-0.68541
-1.2,,,,,,,,,,-0.686302
-1.1,,,,,,,,,,-0.687148
-0.999998,,,,,,,,,,-0.687959
-0.899998,,,,,,,,,,-0.688726
-0.799998,,,,,,,,,,-0.689435
-0.699998,,,,,,,,,,-0.690088
-0.599998,,,,,,,,,,-0.690718
-0.499998,,,,,,,,,,-0.691274
-0.399998,,,,,,,,,,-0.691744
-0.299998,,,,,,,,,,-0.692143
-0.199998,,,,,,,,,,-0.69247
-0.0999981,,,,,,,,,,-0.692734
1.86116e-06,,,,,,,,,,-0.692933
0.100002,,,,,,,,,,-0.693038
0.200002,,,,,,,,,,-0.693055
0.300002,,,,,,,,,,-0.692976
0.400002,,,,,,,,,,-0.692815
0.500002,,,,,,,,,,-0.692558
0.600002,,,,,,,,,,-0.6922
0.700002,,,,,,,,,,-0.691769
0.800002,,,,,,,,,,-0.691254
0.900002,,,,,,,,,,-0.690655
1,,,,,,,,,,-0.689951
1.1,,,,,,,,,,-0.689191
1.2,,,,,,,,,,-0.688344
1.3,,,,,,,,,,-0.687435
1.4,,,,,,,,,,-0.686443
1.5,,,,,,,,,,-0.685378
1.6,,,,,,,,,,-0.684241
1.7,,,,,,,,,,-0.683018
1.8,,,,,,,,,,-0.68175
1.9,,,,,,,,,,-0.680449
2,,,,,,,,,,-0.679146
2.1,,,,,,,,,,-0.677765
2.2,,,,,,,,,,-0.676318
2.3,,,,,,,,,,-0.674857
2.4,,,,,,,,,,-0.673383
2.5,,,,,,,,,,-0.671864
2.6,,,,,,,,,,-0.670348
2.7,,,,,,,,,,-0.668835
2.8,,,,,,,,,,-0.667288
2.9,,,,,,,,,,-0.665693
3,,,,,,,,,,-0.664094
3.1,,,,,,,,,,-0.662496
3.2,,,,,,,,,,-0.660869
3.3,,,,,,,,,,-0.659261
