1	902
2	841
3	815
4	777
5	764
6	761
7	730
8	731
9	653
10	625
11	683
12	697
13	652
14	653
15	616
16	592
17	525
18	560
19	604
20	588
21	537
22	533
23	497
24	475
25	469
26	484
